source_id,series_part,chapter,baker_note_number,source_type,evidence_level,acquisition_priority,author_or_creator,title_or_description,publication_or_archive,date,document_identifier,archive_collection_box_folder,pages_cited,baker_claim_or_use,underlying_source_to_find,entities,citation_count,unique_claim_count,primary_document_needed,original_interview_needed,archive_request_may_be_needed,possible_online_document,needs_independent_corroboration,citation_incomplete,citation_ambiguous,reason_for_priority,raw_citation
BKR-0668,PART_3,18,18:25,PRIMARY_CONTEMPORARY_NEWS,B,3,Raymond Hernandez and Andrea Elliott,"Antiwar Group Says Its Ad Is Rejected,",New York Times,"July 12, 2004",,,,"Baker cites this source in chapter 18 in connection with Antiwar Group Says Its Ad Is Rejected,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Antiwar Group Says Its Ad Is; Raymond Hernandez and Andrea Elliott,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 18, note 25: Raymond Hernandez and Andrea Elliott, “Antiwar Group Says Its Ad Is Rejected,” New York Times, July 12, 2004."
BKR-0669,PART_3,18,18:27,PRIMARY_CONTEMPORARY_NEWS,B,3,,"In the summer of 2008, with former Karl Rove aides holding top positions in John McCain’spresidential campaign, McCain began appropriating the leftover Teddy Roosevelt comparison, in a Sunday front-page article. Adam Nag",New York Times,2008,,,,"Baker cites this source in chapter 18 in connection with In the summer of 2008, with former Karl Rove aides holding top positions in John McCain’spresidential campaign, McCain began appropriating the leftover Teddy Roosevelt comparison, in a Sunday front-page article. Adam Nag; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Adam Nagourney and Michael Cooper; John McCain’spresidential; Karl Rove; McCain’s Conservative Model; Teddy Roosevelt,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 18, note 27: In the summer of 2008, with former Karl Rove aides holding top positions in John McCain’spresidential campaign, McCain began appropriating the leftover Teddy Roosevelt comparison, in a Sunday front-page article. Adam Nagourney and Michael Cooper, “McCain’s Conservative Model? Roosevelt (Theodore, That Is),” New York Times, July 13, 2008."
BKR-0670,PART_3,18,18:29,PRIMARY_CONTEMPORARY_NEWS,B,3,Alicia Montgomery,"School’s Out for Bush ‘Miracle,’",Salon,"October 24, 2000",,,,"Baker cites this source in chapter 18 in connection with School’s Out for Bush ‘Miracle,’; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Alicia Montgomery; School’s Out for Bush,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 18, note 29: Alicia Montgomery, “School’s Out for Bush ‘Miracle,’ ” Salon.com, October 24, 2000."
BKR-0671,PART_3,18,18:30,OTHER,C,3,,"“The ‘Texas Miracle,’ ” 60 Minutes IT, CBS, August 25, 2004.",,"August 25, 2004",,,,"Baker cites this source in chapter 18 in connection with “The ‘Texas Miracle,’ ” 60 Minutes IT, CBS, August 25, 2004.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Minutes IT; Texas Miracle,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 18, note 30: “The ‘Texas Miracle,’ ” 60 Minutes IT, CBS, August 25, 2004."
BKR-0672,PART_3,18,18:32,OTHER,C,3,Jonathan Tilove,"Dynamic Duo Assures Event’s Diversity,",,"January 21, 2001",,,,Baker cites this in support of the surrounding discussion: But it soon came out that he had perpetrated a refund scam to swindle five thousand dollars out of Target and Hecht’s department stores. On at least twenty-five occasions Allen attempted to collect refund money on items he hadn’t purchased.,,Dynamic Duo Assures Event’s Diversity; Jonathan Tilove; San Francisco Chronicle,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 18, note 32: Jonathan Tilove, “Dynamic Duo Assures Event’s Diversity,” San Francisco Chronicle, January 21, 2001."
BKR-0673,PART_3,18,18:33,OTHER,C,3,Carl Redman,"Bush-Foster Fund-Raiser Big on Praise, Cash,",,"August 19, 1999",,,,"Baker cites this source in chapter 18 in connection with Bush-Foster Fund-Raiser Big on Praise, Cash,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Baton Rouge; Bush-Foster Fund-Raiser Big; Carl Redman,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 18, note 33: Carl Redman, “Bush-Foster Fund-Raiser Big on Praise, Cash,” The Advocate (Baton Rouge, Louisiana), August 19, 1999."
BKR-0674,PART_3,18,18:34,PRIMARY_CONTEMPORARY_NEWS,B,3,Mike Allen,"With Eye on Transition, Bush Confers with Powell,",Washington Post,"December 1, 2000",,,,"Baker cites this source in chapter 18 in connection with With Eye on Transition, Bush Confers with Powell,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Bush Confers; Mike Allen; Washington Post; With Eye,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 18, note 34: Mike Allen, “With Eye on Transition, Bush Confers with Powell,” Washington Post, December 1, 2000."
BKR-0675,PART_3,18,18:35,OTHER,C,3,Noam Scheiber,"Public Schooling: Rod Paige Learns the Hard Way,",,,,,,"Baker cites this source in chapter 18 in connection with Public Schooling: Rod Paige Learns the Hard Way,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,New Republic; Noam Scheiber; Public Schooling; Rod Paige Learns the Hard Way,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 18, note 35: Noam Scheiber, “Public Schooling: Rod Paige Learns the Hard Way,” New Republic, July"
BKR-0676,PART_3,18,18:36,PRIMARY_CONTEMPORARY_NEWS,B,3,Carol D. Leonnig,"HUD Chief Inattentive to Crisis, Critics Say,",Washington Post,,,,,"Baker cites this source in chapter 18 in connection with HUD Chief Inattentive to Crisis, Critics Say,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Carol D. Leonnig; Critics Say; HUD Chief Inattentive; Washington Post,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 18, note 36: Carol D. Leonnig, “HUD Chief Inattentive to Crisis, Critics Say,” Washington Post, April"
BKR-0677,PART_3,19,19:4,OTHER,C,3,,secretary,,,,,,"Baker cites this in support of the surrounding discussion: But Teeley did use this tropical interlude to develop a closer relationship with Wead, and to examine him up close. In retrospect, Wead wondered whether Teeley’s confiding in him on this “confidential topic” was some kind of test.",,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 19, note 4: As president, Poppy appointed Teeley ambassador to Canada—a particularly nice perk for a formerpress secretary."
BKR-0678,PART_3,19,19:5,PRIMARY_CONTEMPORARY_NEWS,B,3,Jodi Kantor and David D. Kirkpatrick,"Pulpit Was the Springboard for Huckabee’s Rise,",New York Times,"December 6, 2007",,,,"Baker cites this source in chapter 19 in connection with Pulpit Was the Springboard for Huckabee’s Rise,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Jodi Kantor and David D. Kirkpatrick; Pulpit Was the Springboard for Huckabee’s,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 19, note 5: Jodi Kantor and David D. Kirkpatrick, “Pulpit Was the Springboard for Huckabee’s Rise,” New York Times, December 6, 2007."
BKR-0679,PART_3,19,19:6,SECONDARY_BOOK,B,3,Garry Wills,Under God: Religion and American Politics,"New York: Simon & Schuster, 2007",2007,,,120,Baker cites this source in chapter 19 in connection with Under God: Religion and American Politics; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Eric Pooley; Garry Wills; How George Got His Groove; Religion and American Politics; S. C. Gwynne; Simon & Schuster; Under God,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 19, note 6: Garry Wills, Under God: Religion and American Politics (New York: Simon & Schuster, 2007), p. 120. Eric Pooley with S. C. Gwynne, “How George Got His Groove,” Time, June 21, 1999. fe"
BKR-0680,PART_3,19,19:8,SECONDARY_BOOK,B,3,Doug Wead,All the Presidents Children: Triumph and Tragedy in the Lives of America’s First Families,"New York: Simon & Schuster, 2004",2004,,,,Baker cites this source in chapter 19 in connection with All the Presidents Children: Triumph and Tragedy in the Lives of America’s First Families; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,All the Presidents Children; Doug Wead; Lives of America’s First Families; Simon & Schuster; Triumph and Tragedy,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 19, note 8: Doug Wead, All the Presidents Children: Triumph and Tragedy in the Lives of America’s First Families (New York: Simon & Schuster, 2004)."
BKR-0681,PART_3,19,19:9;19:13,SECONDARY_BOOK,B,3,Jacob Weisberg,The Bush Tragedy,"New York: Random House, 2008",2008,,,77; 78,Baker cites this source in chapter 19 in connection with The Bush Tragedy; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Jacob Weisberg; Random House,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 19, note 9: Jacob Weisberg, The Bush Tragedy (New York: Random House, 2008), p. 78. || Ch. 19, note 13: Weisberg, The Bush Tragedy, p. 77."
BKR-0682,PART_3,19,19:10,OTHER,C,3,Arthur Blessitt,"Praying with George W. Bush,",,,,,,"Baker cites this source in chapter 19 in connection with Praying with George W. Bush,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Arthur Blessitt; George W. Bush,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 19, note 10: Arthur Blessitt, “Praying with George W. Bush,” www.blessitt.com/? g=praying_with george w_bush."
BKR-0683,PART_3,19,19:12,PRIMARY_CONTEMPORARY_NEWS,B,3,Terry M. Neal,"Nominees Make Final Forays to Tossup States,",Washington Post,"November 6, 2000",,,,"Baker cites this in support of the surrounding discussion: Speaking on W.’s behalf, Graham said, “I don’t endorse candidates, but I’ve come as close to it now as any time in my life. I believe in the integrity of this man.”",,Nominees Make Final Forays; Terry M. Neal; Tossup States; Washington Post,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 19, note 12: Terry M. Neal, “Nominees Make Final Forays to Tossup States,” Washington Post, November 6, 2000."
BKR-0684,PART_3,19,19:14,PRIMARY_CONTEMPORARY_NEWS,B,3,Lois Romano and George Lardner Jr.,"1986: A Life-Changing Year; Epiphany Fueled Candidate’s Climb,",Washington Post,1986,,,,"Baker cites this source in chapter 19 in connection with 1986: A Life-Changing Year; Epiphany Fueled Candidate’s Climb,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Epiphany Fueled Candidate’s Climb; Life-Changing Year; Lois Romano and George Lardner Jr; Washington Post,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 19, note 14: Lois Romano and George Lardner Jr., “1986: A Life-Changing Year; Epiphany Fueled Candidate’s Climb,” Washington Post, July 25, 1999."
BKR-0685,PART_3,19,19:15,PRIMARY_CONTEMPORARY_NEWS,B,3,David Maraniss,"The Bush Bunch,",Washington Post,"January 22, 1989",,,,"Baker cites this source in chapter 19 in connection with The Bush Bunch,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,David Maraniss; Washington Post,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 19, note 15: David Maraniss, “The Bush Bunch,” Washington Post, January 22, 1989."
BKR-0686,PART_3,19,19:17,SECONDARY_BOOK,B,3,Scott McClellan,What Happened: Inside the Bush White House and Washington s Culture of Deception,"New York: Public Affairs, 2008",2008,,,48-49,Baker cites this source in chapter 19 in connection with What Happened: Inside the Bush White House and Washington s Culture of Deception; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Culture of Deception; Inside the Bush White House and; Public Affairs; Scott McClellan; What Happened,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 19, note 17: Scott McClellan, What Happened: Inside the Bush White House and Washington s Culture of Deception (New York: Public Affairs, 2008), pp. 48-49."
BKR-0687,PART_3,20,20:1,PRIMARY_CONTEMPORARY_NEWS,B,3,,"Moore knew something about this issue. Unlike Bush, he had actively opposed the Vietnam War, but he had been unable to gain a pilot slot in the National Guard of his home state of Michigan. “I was told that there was a f",Nation,,,,,"Baker cites this source in chapter 20 in connection with Moore knew something about this issue. Unlike Bush, he had actively opposed the Vietnam War, but he had been unable to gain a pilot slot in the National Guard of his home state of Michigan. “I was told that there was a f; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,National Guard of; Unlike Bush; Vietnam War,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 20, note 1: Moore knew something about this issue. Unlike Bush, he had actively opposed the Vietnam War, but he had been unable to gain a pilot slot in the National Guard of his home state of Michigan. “I was told that there was a five-year waiting list for anyone interested in flying, whether as a pilot or as a navigator or whatever, and I was told that there was a minimum three-year list to get in as a soldier,” Moore recalled."
BKR-0688,PART_3,20,20:5,PRIMARY_CONTEMPORARY_NEWS,B,3,,"Burkett and his team of strategic planners calculated the “ghost” element of the Texas National Guard to be on the order of 7.8 percent. That turned out to be conservative. Several years later, USA Today would run a stor",Nation,"December 18, 2001",,,,"Baker cites this source in chapter 20 in connection with Burkett and his team of strategic planners calculated the “ghost” element of the Texas National Guard to be on the order of 7.8 percent. That turned out to be conservative. Several years later, USA Today would run a stor; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Burkett and; Dave Moniz; Ghost Soldiers’ Inflate Guard Numbers; Texas National Guard; USA Today,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 20, note 5: Burkett and his team of strategic planners calculated the “ghost” element of the Texas National Guard to be on the order of 7.8 percent. That turned out to be conservative. Several years later, USA Today would run a story largely based on Burkett’s research. In checking the figures, the newspaper came up with a higher figure: 11 percent ghost soldiers. Dave Moniz, “ “Ghost Soldiers’ Inflate Guard Numbers,” December 18, 2001."
BKR-0689,PART_3,20,20:9,PRIMARY_CONTEMPORARY_NEWS,B,3,,"In a 1998 letter to Texas state senator Gonzalo Barrientos, Burkett complained that he had not received adequate medical care when he became seriously ill after returning from the mission to Panama.",Boston Globe,1998,,,,"Baker cites this source in chapter 20 in connection with In a 1998 letter to Texas state senator Gonzalo Barrientos, Burkett complained that he had not received adequate medical care when he became seriously ill after returning from the mission to Panama.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.","Original letter referenced or described by this secondary source, with complete provenance",Boston Globe; Bush Accuser; Doubts Raised; Gonzalo Barrientos; Panama. Michael Rezendes,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 20, note 9: In a 1998 letter to Texas state senator Gonzalo Barrientos, Burkett complained that he had not received adequate medical care when he became seriously ill after returning from the mission to Panama. Michael Rezendes, ““‘Doubts Raised on Bush Accuser,” Boston Globe, February 13, 2004."
BKR-0690,PART_3,20,20:11,OTHER,C,3,,second batch,,,,,,Baker cites this source in chapter 20 in connection with second batch; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Bob Fertik; Marty Heldt; Paul Lukasiak,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 20, note 11: These were led by an Iowa farmer and railroad brakeman named Marty Heldt, who made the first information requests; Bob Fertik, a Queens, New York, Internet political consultant who obtained a second batch; and Paul Lukasiak, a Philadelphia caterer who scrutinized arcane regulations."
BKR-0691,PART_3,20,20:14,OTHER,C,3,,There was no Officer Effectiveness Rating form for his final year; there was no Leave and Earnings Statement.,,,,,174-75,Baker cites this source in chapter 20 in connection with There was no Officer Effectiveness Rating form for his final year; there was no Leave and Earnings Statement.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Board of Inquiry Report. Finally; Bush's War for Reelection; Leave and Earnings Statement. And; Officer Effectiveness Rating,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 20, note 14: There was no Officer Effectiveness Rating form for his final year; there was no Leave and Earnings Statement. And when Bush was suspended from flight status, there should have been a Board of Inquiry Report. Finally, a complete set of pay records with accumulated totals was never produced. Moore, Bush's War for Reelection, pp. 174-75."
BKR-0692,PART_3,20,20:16,OTHER,C,3,,"In 2005, James Moore wrote on the Huffington Post: “The same month that Lottery Commission Chair Harriet Miers was instructing staff to prepare to re-bid the G-Tech contract, Barnes and the company had informed the Texas",,2005,,,,"Baker cites this source in chapter 20 in connection with In 2005, James Moore wrote on the Huffington Post: “The same month that Lottery Commission Chair Harriet Miers was instructing staff to prepare to re-bid the G-Tech contract, Barnes and the company had informed the Texas; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Barnes and the; Barnes of; Huffington Post; James Moore; Lottery Commission Chair Harriet Miers; New Jersey; Texas Lottery,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 20, note 16: In 2005, James Moore wrote on the Huffington Post: “The same month that Lottery Commission Chair Harriet Miers was instructing staff to prepare to re-bid the G-Tech contract, Barnes and the company had informed the Texas lottery commission that he had agreed to a 23 million dollar settlement to buy out his contract. G-Tech had decided Barnes had become a ‘lightning rod,’ in part because he was included in a federal grand jury investigation in New Jersey, which accused Barnes of kicking back a share of his monthly retainer to G-Tech’s president. Barnes was not charged in connection with the G-Tech investigation.” James Moore, “Bush, Miers, the Guard, and the Texas Lottery: A Reprise,” Huffington Post, October 9, 2005."
BKR-0693,PART_3,20,20:18,PRIMARY_CONTEMPORARY_NEWS,B,3,,Littwin made the same allegation of a Barnes-Bush deal in court pleadings during his suit alleging wrongful termination.,Nation,,,,,Baker cites this source in chapter 20 in connection with Littwin made the same allegation of a Barnes-Bush deal in court pleadings during his suit alleging wrongful termination.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,"Original court referenced or described by this secondary source, with complete provenance",,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 20, note 18: Littwin made the same allegation of a Barnes-Bush deal in court pleadings during his suit alleging wrongful termination."
BKR-0694,PART_3,20,20:19,PRIMARY_CONTEMPORARY_NEWS,B,3,Pete Slover and George Kuempel,"Adviser Asked Barnes to Recall Guard Details Before bush joined Race,",Dallas Morning News,"September 26, 1999",,,,"Baker cites this source in chapter 20 in connection with Adviser Asked Barnes to Recall Guard Details Before bush joined Race,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Adviser Asked Barnes; Dallas Morning News; Pete Slover and George Kuempel; Recall Guard Details Before,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 20, note 19: Pete Slover and George Kuempel, “Adviser Asked Barnes to Recall Guard Details Before bush joined Race,” Dallas Morning News, September 26, 1999."
BKR-0695,PART_3,20,20:20,PRIMARY_CONTEMPORARY_NEWS,B,3,Thomas B. Edsall and Mike Allen,"Bush ‘Bundlers’ Take Fundraising to New Level,",Washington Post,"July 14, 2003",,,,"Baker cites this source in chapter 20 in connection with Bush ‘Bundlers’ Take Fundraising to New Level,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Bundlers’ Take Fundraising; New Level; Thomas B. Edsall and Mike Allen; Washington Post,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 20, note 20: Thomas B. Edsall and Mike Allen, “Bush ‘Bundlers’ Take Fundraising to New Level,” Washington Post, July 14, 2003."
BKR-0696,PART_3,20,20:21,OTHER,C,3,,ciation records show Spellings as a lobbyist in 1999,,1999,,,,"Baker cites this in support of the surrounding discussion: Spellings’s new clients included the Texas Thoroughbred Association, one of whose directors was John Adger, a friend and former Champagne Unit colleague of George W. Bush’s, and the son of the man Barnes claimed he had called to get W. preferential treatment in the National Guard.",,George W. Bush,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 20, note 21: Association records show Spellings as a lobbyist in 1999; five years later he was president of the association."
BKR-0697,PART_3,20,20:22,OTHER,C,3,,secondary schooling with a focus on outcome-based education such as standardized testing,,,,,,"Baker cites this in support of the surrounding discussion: Spellings’s new clients included the Texas Thoroughbred Association, one of whose directors was John Adger, a friend and former Champagne Unit colleague of George W. Bush’s, and the son of the man Barnes claimed he had called to get W. preferential treatment in the National Guard.21 With W.’s 2000 victory, LaMontagne moved to Washington, where as assistant to the president for domestic policy, she helped create the “No Child Left Behind” program.",,George W. Bush,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 20, note 22: The No Child Left Behind Act is a federal law with a budget of over fifty billion dollars aimed at reforming various areas of U.S. primary and secondary schooling with a focus on outcome-based education such as standardized testing. The act also requires schools to release the names, addresses, and phone numbers of every enrolled student to military recruiters unless the student specifically opts out."
BKR-0698,PART_3,20,20:23,SECONDARY_BOOK,B,3,Ron Suskind,The One Percent Doctrine: Deep Inside Americas Pursuit of Its Enemies,"New York: Simon & Schuster, 2006",2006,,,2,Baker cites this source in chapter 20 in connection with The One Percent Doctrine: Deep Inside Americas Pursuit of Its Enemies; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Deep Inside Americas Pursuit of Its; Ron Suskind; Simon & Schuster,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 20, note 23: Ron Suskind, The One Percent Doctrine: Deep Inside Americas Pursuit of Its Enemies (New York: Simon & Schuster, 2006), p. 2."
BKR-0699,PART_3,20,20:26,PRIMARY_CONTEMPORARY_NEWS,B,3,Laurence I. Barrett,"Junior Is His Own Bush Now,",Time,"July 31, 1989",,,,"Baker cites this source in chapter 20 in connection with Junior Is His Own Bush Now,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Junior Is His Own Bush Now; Laurence I. Barrett,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 20, note 26: Laurence I. Barrett, “Junior Is His Own Bush Now,” Time, July 31, 1989."
BKR-0700,PART_3,21,21:1,PRIMARY_CONTEMPORARY_NEWS,B,3,David Brooks,"Obama Admires Bush,",New York Times,"May 16, 2008",,,,"Baker cites this source in chapter 21 in connection with Obama Admires Bush,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,David Brooks; Obama Admires Bush,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 1: David Brooks, “Obama Admires Bush,” New York Times, May 16, 2008."
BKR-0701,PART_3,21,21:2,PRIMARY_CONTEMPORARY_NEWS,B,3,David Nyhan,"A Bush Slip-Up at the End,",Boston Globe,"December 3, 1999",,,,"Baker cites this in support of the surrounding discussion: I’m surprised he’s still there,” said Bush of the despot who remains in power after losing the Gulf War to Bush Jr.’s father . . . It remains to be seen if that offhand declaration of war was just Texas talk, a sort of locker room braggadocio, or whether it was Bush’s first big clinker.",,Boston Globe; Bush Slip-Up; David Nyhan,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 2: David Nyhan, “A Bush Slip-Up at the End,” Boston Globe, December 3, 1999."
BKR-0702,PART_3,21;23,21:4;21:6;23:37,SECONDARY_BOOK,B,3,Naomi Klein,The Shock Doctrine: The Rise of Disaster Capitalism,"New York: Metropolitan, 2007",2007,,,380; 400-401; 441,Baker cites this source in chapter 21 in connection with The Shock Doctrine: The Rise of Disaster Capitalism; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 23 in connection with The Shock Doctrine: The Rise of Disaster Capitalism; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Naomi Klein; Shock Doctrine,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 4: Naomi Klein, The Shock Doctrine: The Rise of Disaster Capitalism (New York: Metropolitan, 2007), p. 380. || Ch. 21, note 6: Klein, Shock Doctrine, p. 441. || Ch. 23, note 37: Naomi Klein, The Shock Doctrine: The Rise of Disaster Capitalism (New York: Metropolitan, 2007), pp. 400-401."
BKR-0703,PART_3,21,21:10,SECONDARY_BOOK,B,3,Lou Dubose and Jake Bernstein,Vice: Dick Cheney and the Hijacking of the American Presidency,"New York: Random House, 2006",2006,,,ix—x,Baker cites this source in chapter 21 in connection with Vice: Dick Cheney and the Hijacking of the American Presidency; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,American Presidency; Barton Gellman and Jo Becker; Dick Cheney; Dick Cheney and the Hijacking of; Different Understanding; Lou Dubose and Jake Bernstein; Random House; Washington Post,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 10: Lou Dubose and Jake Bernstein, Vice: Dick Cheney and the Hijacking of the American Presidency (New York: Random House, 2006), pp. ix—x. i1. Barton Gellman and Jo Becker, “ ‘A Different Understanding with the President,’ ” Washington Post, June 24, 2007."
BKR-0704,PART_3,21,21:12,PRIMARY_CONTEMPORARY_NEWS,B,3,Dana Milbank and Justin Blum,"Document Says Oil Chiefs Met with Energy Task Force,",Washington Post,"November 16, 2005",Document Says,,,"Baker cites this source in chapter 21 in connection with Document Says Oil Chiefs Met with Energy Task Force,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Dana Milbank and Justin Blum; Document Says Oil Chiefs Met; Energy Task Force; Washington Post,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 12: Dana Milbank and Justin Blum, “Document Says Oil Chiefs Met with Energy Task Force,” Washington Post, November 16, 2005."
